formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C13H28O5	[M + H]+	C13H29O5+	Fatty acids	0.983	Glycerolipids	0.856	Monoacylglycerols	0.359	Lipids and lipid-like molecules	0.184	Glycerolipids	0.545	Glycerol ethers	0.646			Glycerol ethers	0.646	Organic compounds; Glycerolipids; Ethers; Organooxygen compounds; Dialkyl ethers; Glycerol ethers; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	265.201	464	7.726	857341651752927483	857336447558241724	857336447558241723	7631	
1	C2H4O2	[M + K]+	C2H4KO2+	Fatty acids	0.939	Fatty acyls	0.778	Fatty alcohols	0.317	Organic oxygen compounds	0.991	Organooxygen compounds	0.945	Carbonyl compounds	0.282	Aldehydes	0.134	Short-chain aldehydes	0.584	Organic compounds; Alcohols and polyols; Organooxygen compounds; Short-chain aldehydes; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	98.984	467	7.784	857341656060477758	857336447616961984	857336447616961983	7700	
1	C12H18O4	[M + H]+	C12H19O4+	Terpenoids	0.589	Monoterpenoids	0.233	Macrolide lactones	0.434	Lipids and lipid-like molecules	0.573							Lipids and lipid-like molecules	0.573	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	227.128	470	7.827	857341664491029867	857336447780539848	857336447780539847	7798	
1	C12H20O7	[M + H]+	C12H21O7+	Fatty acids	0.643	Fatty esters	0.312	Dicarboxylic acids	0.076	Lipids and lipid-like molecules	0.862	Fatty Acyls	0.828	Fatty acid esters	0.884			Fatty acid esters	0.884	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Tertiary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	277.128	471	7.855	857341679837990337	857336447939923412	857336447939923411	7927	
1	C13H25N5O3	[M + Na]+	C13H25N5NaO3+	Amino acids and Peptides	0.474	Small peptides	0.702	Dipeptides	0.205	Organic nitrogen compounds	1.000	Organonitrogen compounds	0.999	Guanidines	0.825			Guanidines	0.825	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Guanidines; Carbonyl compounds; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	322.186	475	7.912	857341680328724721	857336448028003804	857336448028003803	7976	
1	C9H14O5	[M + H]+	C9H15O5+	Polyketides	0.510	Cyclic polyketides	0.238	Macrolide lactones	0.202	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbonyl compounds	0.969	1,3-dicarbonyl compounds	0.627	1,3-dicarbonyl compounds	0.627	Organic compounds; Ketones; 1,3-dicarbonyl compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	203.091	476	7.930	857341696313223024	857336448074141152	857336448074141151	7965	
1	C14H24O3	[M + H]+	C14H25O3+	Fatty acids	0.903	Fatty esters	0.340	Macrolide lactones	0.213	Lipids and lipid-like molecules	0.605	Fatty Acyls	0.652					Fatty Acyls	0.652	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	241.180	480	8.006	857341697340827514	857336448158027240	857336448158027239	8065	
1	C11H21NO2	[M + H]+	C11H22NO2+	Fatty acids	0.741	Fatty esters	0.442	Aminoacids	0.272	Organic acids and derivatives	0.990	Carboxylic acids and derivatives	0.987	Amino acids, peptides, and analogues	0.727	Amino acids and derivatives	0.728	Amino acids and derivatives	0.728	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	200.165	482	8.031	857341723156768684	857336448208358892	857336448204164587	8079	
1	C21H28O6	[M + H]+	C21H29O6+	Polyketides	0.304	Aromatic polyketides	0.425	Simple aromatic polyketides	0.524	Benzenoids	1.000	Benzene and substituted derivatives	0.993	Diphenylmethanes	0.752			Diphenylmethanes	0.752	Organic compounds; Alkyl aryl ethers; Alcohols and polyols; Glycerolipids; Ethers; Primary alcohols; Organooxygen compounds; Diphenylmethanes; Dialkyl ethers; Secondary alcohols; Benzene and substituted derivatives; Polyols; Phenol ethers; Glycerol ethers; Benzenoids; 1,2-diols; Phenylpropanes; Monoalkylglycerols; Monoradylglycerols; Hydrocarbon derivatives; 1-O-alkylglycerols; Organic oxygen compounds; Phenoxy compounds; Chemical entities	377.196	487	8.125	857341718920521634	857336448313216500	857336448313216499	8208	
1	C12H16O3	[M + H]+	C12H17O3+	Shikimates and Phenylpropanoids	0.524	Sesquiterpenoids	0.196	Menthane monoterpenoids	0.048	Benzenoids	0.999	Benzene and substituted derivatives	0.984	Phenoxyacetic acid derivatives	0.592			Phenoxyacetic acid derivatives	0.592	Organic compounds; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Phenoxyacetic acid derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	209.117	487	8.125	857341704710219672	857336448371936760	857336448371936759	8207	
1	C13H25N5O3	[M + Na]+	C13H25N5NaO3+	Amino acids and Peptides	0.432	Small peptides	0.674	Dipeptides	0.178	Organic nitrogen compounds	1.000	Organonitrogen compounds	0.999	Guanidines	0.833			Guanidines	0.833	Organic compounds; Organonitrogen compounds; Organooxygen compounds; Guanidines; Carbonyl compounds; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	322.186	491	8.177	857341736314300344	857336448439045628	857336448434851323	8305	
1	C12H20O7	[M + H]+	C12H21O7+	Fatty acids	0.700	Fatty esters	0.303	Dicarboxylic acids	0.114	Lipids and lipid-like molecules	0.860	Fatty Acyls	0.824	Fatty acid esters	0.880			Fatty acid esters	0.880	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Tertiary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	277.128	491	8.186	857341700511721358	857336448493571584	857336448493571583	8327	
1	C10H18O4	[M + H]+	C10H19O4+	Fatty acids	0.902	Fatty Acids and Conjugates	0.556	Hydroxy fatty acids	0.286	Lipids and lipid-like molecules	0.653	Fatty Acyls	0.641	Fatty acids and conjugates	0.526			Fatty acids and conjugates	0.526	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	203.128	492	8.193	857341754605660100	857336448606817800	857336448606817799	8308	
1	C12H13NO2	[M + H]+	C12H14NO2+	Alkaloids	0.970	Anthranilic acid alkaloids	0.313	Quinoline alkaloids	0.545	Organic oxygen compounds	1.000	Organooxygen compounds	0.998	Ethers	0.709	Alkyl aryl ethers	0.705	Alkyl aryl ethers	0.705	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	204.102	492	8.195	857341787874879448	857336448669732364	857336448669732363	8313	
1	C9H14O5	[M + H]+	C9H15O5+	Fatty acids	0.823	Fatty Acids and Conjugates	0.430	Dicarboxylic acids	0.383	Organic acids and derivatives	0.994	Carboxylic acids and derivatives	0.984	Dicarboxylic acids and derivatives	0.601			Dicarboxylic acids and derivatives	0.601	Organic compounds; Lipids and lipid-like molecules; Ketones; 1,3-dicarbonyl compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Keto acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	203.091	492	8.199	857341898994577050	857336448728452624	857336448728452623	8326	
1	C17H31N5O2	[M + H]+	C17H32N5O2+	Alkaloids	0.466	Small peptides	0.134	Purine alkaloids	0.063	Organic acids and derivatives	0.734	Carboxylic acids and derivatives	0.728	Amino acids, peptides, and analogues	0.568	Amino acids and derivatives	0.565	Amino acids and derivatives	0.565	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Aminopyrimidines and derivatives; Diazines; Carbonyl compounds; Amines; Tertiary amines; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	338.254	493	8.219	857341910864457508	857336448787172884	857336448782978579	8353	
1	C14H28O6	[M + H]+	C14H29O6+	Fatty acids	0.856	Glycerolipids	0.467	Monoacylglycerols	0.334	Lipids and lipid-like molecules	0.591	Glycerolipids	0.792	Glycerol ethers	0.656			Glycerol ethers	0.656	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organooxygen compounds; Dialkyl ethers; Glycerol ethers; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	293.196	493	8.223	857341903922884261	857336448845893144	857336448845893143	8357	
1	C11H19NO2	[M + H]+	C11H20NO2+	Fatty acids	0.826	Fatty amides	0.827	Primary amides	0.183	Lipids and lipid-like molecules	0.574	Fatty Acyls	0.640					Fatty Acyls	0.640	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	198.149	498	8.293	857341911720095535	857336448963333664	857336448959139359	8471	
1	C10H18O4	[M + H]+	C10H19O4+	Fatty acids	0.877	Fatty esters	0.550	Macrolide lactones	0.268	Lipids and lipid-like molecules	0.506	Fatty Acyls	0.506					Fatty Acyls	0.506	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	203.128	504	8.398	857341914358312755	857336449017859620	857336449017859619	8589	
1	C10H18O4	[M + H]+	C10H19O4+	Fatty acids	0.848	Fatty esters	0.587	Macrolide lactones	0.303	Organic acids and derivatives	0.890	Carboxylic acids and derivatives	0.885	Carboxylic acid derivatives	0.817	Carboxylic acid esters	0.828	Carboxylic acid esters	0.828	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	203.128	510	8.494	857341915687907132	857336449198214704	857336449194020399	8769	
1	C17H26N2O	[M + H]+	C17H27N2O+	Alkaloids	0.996	Nicotinic acid alkaloids	0.936	Pyridine alkaloids	0.936	Alkaloids and derivatives	0.515							Alkaloids and derivatives	0.515	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	275.212	514	8.567	857341918762331981	857336449248546356	857336449248546355	8843	
1	C11H19NO2	[M + H]+	C11H20NO2+	Fatty acids	0.819	Fatty amides	0.759	Primary amides	0.253	Lipids and lipid-like molecules	0.594	Fatty Acyls	0.660					Fatty Acyls	0.660	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	198.149	519	8.650	857341921748676686	857336449361792572	857336449361792571	8938	
1	C10H18O4	[M + H]+	C10H19O4+	Fatty acids	0.975	Fatty Acids and Conjugates	0.661	Dicarboxylic acids	0.586	Organic acids and derivatives	0.988	Carboxylic acids and derivatives	0.985	Dicarboxylic acids and derivatives	0.697			Dicarboxylic acids and derivatives	0.697	Organic compounds; Lipids and lipid-like molecules; 1,3-dicarbonyl compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	203.128	520	8.671	857341923313152159	857336449416318528	857336449416318527	8981	
1	C12H25NO3	[M + H]+	C12H26NO3+	Fatty acids	0.989	Fatty amides	0.989	N-acyl ethanolamines (endocannabinoids)	0.965	Lipids and lipid-like molecules	0.975	Fatty Acyls	0.983	Fatty amides	0.978	N-acyl amines	0.989	N-acyl amines	0.989	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Tertiary carboxylic acid amides; Carbonyl compounds; Amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	232.191	520	8.674	857341927561982131	857336449479233092	857336449479233091	8971	
1	C22H29NO6	[M + H]+	C22H30NO6+	Amino acids and Peptides	0.516	Small peptides	0.054	Aminoacids	0.023	Organic acids and derivatives	0.971	Carboxylic acids and derivatives	0.964	Amino acids, peptides, and analogues	0.860	Amino acids and derivatives	0.857	Amino acids and derivatives	0.857	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	404.207	524	8.736	857342039969332994	857336449533759048	857336449533759047	9042	
1	C12H18O2	[M + H]+	C12H19O2+	Terpenoids	0.947	Sesquiterpenoids	0.645	Irregular monoterpenoids	0.195	Lipids and lipid-like molecules	0.560	Prenol lipids	0.567					Prenol lipids	0.567	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	195.138	524	8.738	857342040275517198	857336449592479308	857336449592479307	9050	
1	C12H13NO2	[M + H]+	C12H14NO2+	Alkaloids	0.968	Tryptophan alkaloids	0.373	Quinoline alkaloids	0.381	Organoheterocyclic compounds	0.948	Quinolines and derivatives	0.430	Quinolones and derivatives	0.576	Hydroquinolones	0.502	Hydroquinolones	0.502	Organic compounds; Organoheterocyclic compounds; Quinolones and derivatives; Alkyl aryl ethers; Organonitrogen compounds; Organooxygen compounds; Pyridinones; Hydroquinolones; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	204.102	526	8.761	857342044234940185	857336449709919828	857336449709919827	9089	
1	C9H10O	[M + H]+	C9H11O+	Shikimates and Phenylpropanoids	0.938	Phenylpropanoids (C6-C3)	0.983	Cinnamic acids and derivatives	0.981	Benzenoids	0.966	Benzene and substituted derivatives	0.632					Benzene and substituted derivatives	0.632	Organic compounds; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	135.081	529	8.810	857342039889641200	857336449768640088	857336449768640087	9192	
1	C21H28O6	[M + H]+	C21H29O6+	Polyketides	0.320	Aromatic polyketides	0.484	Simple aromatic polyketides	0.664	Benzenoids	0.999	Benzene and substituted derivatives	0.990	Diphenylmethanes	0.694			Diphenylmethanes	0.694	Organic compounds; Alkyl aryl ethers; Alcohols and polyols; Glycerolipids; Ethers; Primary alcohols; Organooxygen compounds; Diphenylmethanes; Dialkyl ethers; Secondary alcohols; Benzene and substituted derivatives; Polyols; Phenol ethers; Glycerol ethers; Benzenoids; 1,2-diols; Phenylpropanes; Monoalkylglycerols; Monoradylglycerols; Hydrocarbon derivatives; 1-O-alkylglycerols; Organic oxygen compounds; Phenoxy compounds; Chemical entities	377.196	530	8.827	857342051298149259	857336449827360348	857336449827360347	9186	
1	C16H23O12	[M + Na]+	C16H23NaO12+	Shikimates and Phenylpropanoids	0.376	Phenylpropanoids (C6-C3)	0.353	Cinnamic acids and derivatives	0.390	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.935	Glycosyl compounds	0.589	Phenolic glycosides	0.579	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; Phenoxy compounds; Chemical entities	430.108	530	8.828	857342081836883747	857336449890274912	857336449886080607	9180	
1	C10H11N2O2	[M + H3N + H]+	C10H15N3O2+	Shikimates and Phenylpropanoids	0.146	Sesquiterpenoids	0.024	Phenylethylamines	0.012	Benzenoids	0.994	Phenol ethers	0.825					Phenol ethers	0.825	Organic compounds; Alkyl aryl ethers; Ethers; Organonitrogen compounds; Organooxygen compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	209.117	530	8.828	857342055375012757	857336449953189476	857336449948995171	9173	
1	C21H28O6	[M + H3N + H]+	C21H32NO6+	Polyketides	0.330	Aromatic polyketides	0.502	Simple aromatic polyketides	0.680	Benzenoids	0.999	Benzene and substituted derivatives	0.989	Diphenylmethanes	0.705			Diphenylmethanes	0.705	Organic compounds; Alkyl aryl ethers; Alcohols and polyols; Glycerolipids; Ethers; Primary alcohols; Organooxygen compounds; Diphenylmethanes; Dialkyl ethers; Secondary alcohols; Benzene and substituted derivatives; Polyols; Phenol ethers; Glycerol ethers; Benzenoids; 1,2-diols; Phenylpropanes; Monoalkylglycerols; Monoradylglycerols; Hydrocarbon derivatives; 1-O-alkylglycerols; Organic oxygen compounds; Phenoxy compounds; Chemical entities	394.223	530	8.830	857342068108926373	857336450062241388	857336450062241387	9190	
1	C17H25O14	[M + Na]+	C17H25NaO14+	Terpenoids	0.469	Monoterpenoids	0.769	Secoiridoid monoterpenoids	0.488	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.990	Glycosyl compounds	0.910	O-glycosyl compounds	0.904	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	476.113	530	8.830	857342094046502731	857336450125155952	857336450120961647	9171	
1	C11H31N5O5P2	[M + H]+	C11H32N5O5P2+	Alkaloids	0.120	Nucleosides	0.242	Purine nucleotides	0.098	Organoheterocyclic compounds	0.623	Imidazopyrimidines	0.812	Purines and purine derivatives	0.821	6-aminopurines	0.745	6-aminopurines	0.745	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Organic phosphoramides; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 6-aminopurines; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	376.188	530	8.831	857342165320310671	857336450204847732	857336450204847731	9202	
1	C12H27N	[M + H]+	C12H28N+	Fatty acids	0.776	Ornithine alkaloids	0.444	Polyamines	0.768	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.987	Secondary amines	0.881	Dialkylamines	0.916	Organic compounds; Organonitrogen compounds; Dialkylamines; Amines; Secondary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	186.222	530	8.835	857342187315240858	857336450263567992	857336450259373687	9177	
1	C9H14O5	[M + H]+	C9H15O5+	Fatty acids	0.933	Fatty esters	0.598	Dicarboxylic acids	0.144	Organic acids and derivatives	1.000	Keto acids and derivatives	0.808	Beta-keto acids and derivatives	0.709			Beta-keto acids and derivatives	0.709	Organic compounds; Lipids and lipid-like molecules; Ketones; 1,3-dicarbonyl compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Keto acids and derivatives; Carboxylic acid derivatives; Beta-keto acids and derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	203.091	534	8.892	857342117144534894	857336450330676860	857336450330676859	9256	
1	C10H14O6	[M + H]+	C10H15O6+	Fatty acids	0.747	Fatty esters	0.503	Wax monoesters	0.182	Lipids and lipid-like molecules	0.634	Fatty Acyls	0.577	Fatty acid esters	0.620			Fatty acid esters	0.620	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	231.086	534	8.894	857342158328405890	857336450389397120	857336450389397119	9259	
1	C7H8O4	[M + H]+	C7H9O4+	Fatty acids	0.837	Fatty Acids and Conjugates	0.362	Simple cyclic polyketides	0.076	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbonyl compounds	0.978	1,3-dicarbonyl compounds	0.882	Beta-diketones	0.724	Organic compounds; Ketones; 1,3-dicarbonyl compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Keto acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Beta-diketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	157.050	534	8.894	857342100459593572	857336450448117380	857336450448117379	9252	
1	C12H20O7	[M + H3N + H]+	C12H24NO7+	Fatty acids	0.690	Fatty esters	0.255	Dicarboxylic acids	0.133	Lipids and lipid-like molecules	0.885	Fatty Acyls	0.850	Fatty acid esters	0.897			Fatty acid esters	0.897	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Tertiary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	294.155	534	8.894	857342100006608730	857336450515226248	857336450511031943	9258	
1	C12H20O7	[M + H]+	C12H21O7+	Fatty acids	0.726	Fatty esters	0.324	Dicarboxylic acids	0.111	Lipids and lipid-like molecules	0.874	Fatty Acyls	0.833	Fatty acid esters	0.878			Fatty acid esters	0.878	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Tertiary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	277.128	534	8.895	857342085041332023	857336450703969936	857336450703969935	9253	
